"","group","group_name","seqnames","start","end","strand","name","idx","Log2FC","FDR","MeanDiff"
"21452",2,"C2","chr7",81626216,81576386,2,"LOC100128317",508,1.72323163063541,0.000367578782525279,0.11487956761974
"17686",2,"C2","chr4",15427914,15004942,2,"LOC101929095",152,0.811512161646217,0.000375010098244996,0.192122422868431
"19410",2,"C2","chr5",151949571,152270448,1,"LINC01933",917,1.18245749905312,0.000375303607187167,0.205096351816567
"14134",2,"C2","chr2",197804702,198149884,1,"PLCL1",1185,0.784392258517954,0.000379432810464705,0.161891414606586
"22825",2,"C2","chr8",131042426,130780301,2,"ADCY8",745,1.74229827372244,0.000388495337181553,0.133303207567489
"24684",2,"C2","chrX",133028272,133024631,2,"USP26",721,2.88704508728878,0.000395472440617603,0.0971064078306666
"22848",2,"C2","chr8",135234131,135299719,1,"LINC01591",768,2.63619494992115,0.000396888092949455,0.0942289616843018
"20411",2,"C2","chr6",72630495,72678558,1,"KCNQ5-IT1",756,1.58948462763513,0.000399451872002352,0.096811206202113
"17934",2,"C2","chr4",72568799,72280969,2,"ADAMTS3",400,1.1426901540686,0.00039986735763561,0.117251034135629
"13872",2,"C2","chr2",150612381,150635348,1,"LINC02612",923,2.36793531987089,0.000400106401871717,0.0504457256179864
"22709",2,"C2","chr8",104703719,105804532,1,"ZFPM2",629,1.3854699105248,0.000405148801425144,0.635242841750995
"18431",2,"C2","chr4",177907936,177729638,2,"LINC01099",897,1.1431685037303,0.000405788393959878,0.0929718384922589
"21069",2,"C2","chr7",17558909,17463445,2,"LOC101927630",125,1.83883727522097,0.000405788393959878,0.0951707037547339
"4931",2,"C2","chr11",127003460,126423359,2,"KIRREL3",1509,1.08203889563173,0.000406727200124743,0.288192709365644
"23326",2,"C2","chr9",79975023,80034555,1,"LINC01507",349,1.88608661597995,0.000406727200124743,0.107256985118877
"22548",2,"C2","chr8",76406654,76524356,1,"LINC01111",468,1.37015446998169,0.000407905244487008,0.145009984642716
"5336",2,"C2","chr12",39626167,39908300,1,"C12orf40",351,0.643606983981294,0.000411478927213421,0.198092396246616
"18900",2,"C2","chr5",80487969,80542563,1,"FAM151B",407,2.42623711405253,0.000411786413871877,0.0682589917192825
"21208",2,"C2","chr7",36724549,36512949,2,"AOAH",264,0.638941264552116,0.000411786413871877,0.332245099442137
"14135",2,"C2","chr2",198375097,198299363,2,"LINC01923",1186,1.25225215947781,0.000415251672756686,0.113598324627474
"9330",2,"C2","chr16",76634998,76658478,1,"LINC02125",845,2.10858316584799,0.000415824716128677,0.0750340934540286
"14234",2,"C2","chr2",210477682,210679107,1,"CPS1",1285,0.849070356283271,0.000417773102927061,0.137479688935342
"22412",2,"C2","chr8",49054311,49076090,1,"PPDPFL",332,1.61613526167956,0.000425491742263572,0.0624718560793071
"17274",2,"C2","chr3",167479004,167441789,2,"SERPINI2",1142,2.37290125175849,0.000425642341863672,0.0534899417533243
"21728",2,"C2","chr7",115078958,115126314,1,"LINC01393",784,1.66052184978535,0.00043407315673761,0.0839437983381195
"21316",2,"C2","chr7",55019021,55256620,1,"EGFR",372,0.996148146280118,0.000434604272085614,0.141919846714464
"11238",2,"C2","chr18",67081584,67081686,1,"MIR5011",326,1.10930876737668,0.000435578706013758,0.179010033460232
"21709",2,"C2","chr7",108884587,108883975,2,"C7orf66",765,1.56953311074538,0.000437266162779028,0.122226885465482
"2802",2,"C2","chr10",59906656,59788763,2,"CCDC6",350,0.710932581978944,0.000441546230284468,0.307614533063844
"22616",2,"C2","chr8",91209494,91398152,1,"SLC26A7",536,1.49671164550563,0.000441546230284468,0.0907590891779635
"17997",2,"C2","chr4",79492416,79576460,1,"LINC00989",463,1.22196519761234,0.000442497366820745,0.06985136344047
"20779",2,"C2","chr6",146543693,146554965,1,"RAB32",1124,2.37851718670342,0.000442497366820745,0.0729437650653795
"19340",2,"C2","chr5",147510056,147390811,2,"DPYSL3",847,1.6562287560075,0.000443495134127959,0.124357370444052
"15290",2,"C2","chr21",22098459,22008944,2,"LINC01687",46,1.19286296561158,0.000443935709188443,0.0792450059146323
"17454",2,"C2","chr3",191199241,191265615,1,"OSTN",1322,1.63040792365286,0.000444808237605266,0.0918875190558263
"22410",2,"C2","chr8",48735311,48710789,2,"EFCAB1",330,2.44272017170346,0.000445411059029693,0.0731425429542732
"6225",2,"C2","chr12",131165011,131212931,1,"LINC01257",1240,1.29978131852982,0.000445660211281787,0.0757348829035211
"4419",2,"C2","chr11",71252577,70467856,2,"SHANK2",997,1.23004168530351,0.000448790194447392,0.214245172628752
"3231",2,"C2","chr10",106140264,106188722,1,"LOC105378470",779,1.75974041945445,0.000449572373061231,0.0838392907222141
"22815",2,"C2","chr8",128150116,128150188,1,"MIR1208",735,1.23759247204698,0.000449572373061231,0.256867216139529
"14667",2,"C2","chr20",10753090,10753966,1,"LINC01752",138,1.72719850910685,0.000450437144715973,0.183002062847089
"23344",2,"C2","chr9",84668551,85027070,1,"NTRK2",367,2.81740297214806,0.000452001562625663,0.289230879579118
"4550",2,"C2","chr11",83286407,83259097,2,"CCDC90B",1128,0.609749346733268,0.000453514925890872,0.261955638173248
"17912",2,"C2","chr4",70133616,70158777,1,"CSN1S2BP",378,1.86625022655081,0.000454153493068012,0.0825522492296345
"3284",2,"C2","chr10",117126586,116881482,2,"SHTN1",832,1.83627358587328,0.000454898577851616,0.0629397491699422
"5301",2,"C2","chr12",27972705,27958084,2,"PTHLH",316,1.82965250775115,0.000454901363826677,0.0999698077391881
"20520",2,"C2","chr6",99124609,99124696,1,"MIR548AI",865,2.47958491908773,0.000456288044837552,0.257784992977264
"18400",2,"C2","chr4",170273919,170283079,1,"LINC01612",866,1.71425670904377,0.000465070315089672,0.0546727161855157
"7187",2,"C2","chr14",63204114,63293219,1,"RHOJ",369,1.63273092839451,0.000466525469177132,0.102847449741434
"22202",2,"C2","chr8",19259469,19084992,2,"LOC100128993",122,1.69251286932046,0.000466525469177132,0.0747650073952369
"5773",2,"C2","chr12",74537827,74545430,1,"ATXN7L3B",788,0.712344027433406,0.000466587244792408,0.426785078624905
"19708",2,"C2","chr6",6622771,6346465,2,"LY86-AS1",53,0.795648080155388,0.000466587244792408,0.163558238016193
"22143",2,"C2","chr8",10712187,10606349,2,"RP1L1",63,1.77943083665543,0.000466587244792408,0.135871498837026
"13955",2,"C2","chr2",168786961,168771953,2,"CERS6-AS1",1006,1.44139034682616,0.000468718972254487,0.0920963709381756
"1085",2,"C2","chr1",95072945,94974407,2,"ALG14",1085,0.836118312959833,0.000473980114891625,0.20452200766781
"5357",2,"C2","chr12",44921848,44508275,2,"NELL2",372,1.11239403268342,0.000473980114891625,0.33461429337531
"5791",2,"C2","chr12",79691097,79574979,2,"PAWR",806,1.31753457416806,0.000476542933728943,0.088497999786876
"19454",2,"C2","chr5",159466276,159448556,2,"LINC01845",961,0.975272140222671,0.000477134811891557,0.118196799838951
"17345",2,"C2","chr3",180871005,180661872,2,"LOC101928882",1213,2.09543908465151,0.000479248468552635,0.115218809614377
"18418",2,"C2","chr4",174829314,174636914,2,"GLRA3",884,1.19106677781049,0.000479248468552635,0.101644537154005
"13496",2,"C2","chr2",75199700,75046463,2,"TACR1",547,2.26722732546707,0.00048484268352703,0.106507883449418
"5908",2,"C2","chr12",101568353,101686018,1,"MYBPC1",923,1.31206395220663,0.000488265183529376,0.0807650340213997
"22201",2,"C2","chr8",19084730,18527301,2,"PSD3",121,1.6540045924146,0.000488265183529376,0.245148536225754
"2824",2,"C2","chr10",66926006,67099830,1,"LRRTM3",372,1.53016275268769,0.00049087887860672,0.0796184206174754
"14081",2,"C2","chr2",188384313,187712816,2,"LINC01090",1132,1.46010082297798,0.00049593773564893,0.510774932667733
"16658",2,"C2","chr3",54122547,55074557,1,"CACNA2D3",526,1.63631177840067,0.000497885475455798,0.292614227948141
"23028",2,"C2","chr9",9799423,9803784,1,"LOC105375972",51,1.34169355786745,0.00049875543481586,0.138757035820847
"14238",2,"C2","chr2",212795331,212819264,1,"LINC01878",1289,1.54449666350317,0.000499056043685697,0.102664610585993
"24463",2,"C2","chrX",96684663,97604997,1,"DIAPH2",500,0.919810306649046,0.000499056043685697,0.245710977416113
"18619",2,"C2","chr5",31936159,31936102,2,"MIR4279",126,1.75299590343862,0.000503044183232768,0.227451783076174
"18749",2,"C2","chr5",56233359,56099678,2,"ANKRD55",256,1.25866951411382,0.000503044183232768,0.182718787014544
"15291",2,"C2","chr21",22098617,22116528,1,"LINC00308",47,1.58161354995641,0.000503897843391798,0.0546606254858167
"7777",2,"C2","chr15",26971282,27541991,1,"GABRG3",109,1.82722529123316,0.000504606700176414,0.155399489942078
"4701",2,"C2","chr11",110713189,110577042,2,"ARHGAP20",1279,0.97601014201233,0.000515528651261969,0.119576256661613
"5716",2,"C2","chr12",65824131,65966295,1,"HMGA2",731,1.74267238454182,0.000519786227171262,0.131929611852811
"21070",2,"C2","chr7",17940501,17790761,2,"SNX13",126,0.866456022245106,0.000519786227171262,0.328301172163618
"17321",2,"C2","chr3",176817001,176814155,2,"LINC01209",1189,2.07581969769504,0.000522938750443843,0.162483865996018
"3834",2,"C2","chr11",32794658,32602246,2,"CCDC73",412,1.56350019578926,0.000528888881468147,0.111789058187634
"15313",2,"C2","chr21",28539318,28540355,1,"LINC00161",69,1.59153122897291,0.000528888881468147,0.142632495683996
"23106",2,"C2","chr9",27529781,27325209,2,"MOB3B",129,1.17183113960985,0.000532760517395159,0.144263126600541
"14226",2,"C2","chr2",209771993,209999300,1,"UNC80",1277,1.29001876329709,0.000536951335192009,0.175849241936993
"12799",2,"C2","chr19",54803535,54814517,1,"KIR2DL4",1503,2.03099027285382,0.000538008258387671,0.145453840346553
"2171",2,"C2","chr1",215567392,215621807,1,"KCTD3",2171,1.87696591201587,0.000538554685220941,0.0658915473249084
"6378",2,"C2","chr13",32911650,32877431,2,"LINC00423",119,1.63467017302679,0.000538554685220941,0.088028065566764
"18711",2,"C2","chr5",45696498,45254950,2,"HCN1",218,1.58040389736272,0.000538554685220941,0.388138482935597
"12805",2,"C2","chr19",54906150,54916140,1,"NCR1",1509,1.68282615414298,0.00054029914955034,0.192975963543112
"17016",2,"C2","chr3",127823250,127689062,2,"MGLL",884,1.34413516737056,0.00054029914955034,0.121755132632508
"10670",2,"C2","chr17",73644089,73334384,2,"SDK2",1184,1.52407810530895,0.000543133388745226,0.208273152496376
"16806",2,"C2","chr3",100114513,99830141,2,"FILIP1L",674,0.977343165199905,0.000544764012531131,0.127040146105608
"21749",2,"C2","chr7",119907375,119704556,2,"LINC02476",805,1.96501390296153,0.000545941275074119,0.318915677562025
"23493",2,"C2","chr9",102519636,102657514,1,"LINC00587",516,0.980747183398078,0.000546898116304222,0.10130719154662
"19175",2,"C2","chr5",136365537,136213320,2,"TRPC7",682,2.96894031492784,0.000547705936471177,0.116144489107606
"13903.1",2,"C2","chr2",158968634,159232659,1,"TANC1",954,0.751730626378303,0.000552073613040662,0.215620360740801
"2418",2,"C2","chr1",247937191,248100922,1,"OR2L13",2418,1.38088696979283,0.000553535034527306,0.0890280991861316
"13888",2,"C2","chr2",154698299,154858352,1,"KCNJ3",939,1.01050529295272,0.00055569970981864,0.125028071406684
"15841",2,"C2","chr22",33058372,32512552,2,"SYN3",270,1.76714421435518,0.000556632324054844,0.194417751981933
"16848",2,"C2","chr3",108822698,108855005,1,"TRAT1",716,0.830084984094334,0.000556632324054844,0.200140424670019
"20668",2,"C2","chr6",129861547,129831244,2,"TMEM244",1013,0.848920031725175,0.000556632324054844,0.15866841042034
"21743",2,"C2","chr7",117323289,117276631,2,"WNT2",799,2.08506577467996,0.000557083267254967,0.0750240743488415
"5701",2,"C2","chr12",63844293,64162221,1,"SRGAP1",716,1.20429633233412,0.000557999358522323,0.18637942028369
"24442",2,"C2","chrX",83861126,83886699,1,"CYLC1",479,1.87213770690094,0.000571199315538845,0.0697189253582802
"22513",2,"C2","chr8",69466624,69660915,1,"SULF1",433,2.27414723417382,0.000572582045473788,0.109889501424951
"17897",2,"C2","chr4",68815993,68831196,1,"UGT2B10",363,1.48624585957486,0.000572930195721711,0.0704899160819401
"18911",2,"C2","chr5",81751797,81413021,2,"SSBP2",418,0.798432293690857,0.000576231221324062,0.345929593444899
"11273.1",2,"C2","chr18",76495190,76358190,2,"ZNF516",361,1.20310207151589,0.000577689324085763,0.173216760008335
"24070",2,"C2","chrX",21374418,21654695,1,"CNKSR2",107,1.5715171427257,0.000577689324085763,0.12266267129572
"5802",2,"C2","chr12",81158388,81158461,1,"MIR4699",817,1.45453858587996,0.000578696440053854,0.250232798501225
"20594",2,"C2","chr6",112236806,112351296,1,"RFPL4B",939,1.25907278254162,0.000584097956857105,0.135371451297237
"5308",2,"C2","chr12",29784759,29500840,2,"TMTC1",323,1.499470045212,0.000592993189367406,0.118835328501762
"5810",2,"C2","chr12",85036277,85014311,2,"TSPAN19",825,1.65568289307617,0.000604648414266598,0.0908313254834227
"17271",2,"C2","chr3",165837472,165772904,2,"BCHE",1139,1.28149048829681,0.000604648414266598,0.113245073027635
"19470",2,"C2","chr5",161549044,161288429,2,"GABRB2",977,1.9005560502449,0.000604884016921563,0.210248913557053
"24555",2,"C2","chrX",108439497,108155607,2,"COL4A6",592,2.21038874165114,0.000604884016921563,0.0977228445531888
"6827",2,"C2","chr14",19780242,19781357,1,"OR4M1",9,2.69191422048713,0.000607591309150488,0.131190670343212
"22511",2,"C2","chr8",69104190,68911803,2,"LINC01592",431,1.46427469033819,0.000612550527795779,0.145250912425139
"2136",2,"C2","chr1",211134115,210678315,2,"KCNH1",2136,1.43132146260118,0.000615180654184393,0.200943795728007
"2229",2,"C2","chr1",224896262,225399292,1,"DNAH14",2229,1.95671907600465,0.000615180654184393,0.206122526862949
"16160",2,"C2","chr3",8611924,7954639,2,"LMCD1-AS1",28,0.661228397473312,0.000624288274141715,0.221206720420463
"18967",2,"C2","chr5",96434143,96390415,2,"PCSK1",474,1.6405738804925,0.000625082851916872,0.0980442372674658
"13515",2,"C2","chr2",81466946,81462695,2,"LINC01815",566,1.23601695066726,0.000626555100524182,0.102234864870786
"19042",2,"C2","chr5",116762209,116742991,2,"LINC02214",549,2.20263173905749,0.000635791869996783,0.0830903297658905
"8047",2,"C2","chr15",57375967,57550727,1,"CGNL1",379,1.63349777429004,0.000638498851214288,0.0873273181509544
"18353",2,"C2","chr4",156971394,156760454,2,"PDGFC",819,1.65013418430113,0.000638498851214288,0.213777041688778
"22599",2,"C2","chr8",88328025,88032009,2,"MMP16",519,0.848854694138364,0.000638498851214288,0.152626480304699
"18428",2,"C2","chr4",177309836,177362943,1,"NEIL3",894,0.637023590646698,0.000639587332137184,0.255720780898285
"5351",2,"C2","chr12",42692216,42717119,1,"LINC02450",366,2.29971597056152,0.000641409740131883,0.0523935352275308
"21744",2,"C2","chr7",117428123,117363222,2,"ASZ1",800,2.58064942833364,0.000641409740131883,0.0999618857384788
"6628",2,"C2","chr13",80011077,80028283,1,"LINC01080",369,2.31077703336332,0.000641612579578892,0.117357496125788
"14660",2,"C2","chr20",10368776,10021978,2,"SNAP25-AS1",131,0.6564340703243,0.000644821111173696,0.218459739263987
"18952",2,"C2","chr5",94618604,94152966,2,"KIAA0825",459,0.740843193802482,0.000651769070644007,0.235648569461409
"21088",2,"C2","chr7",20835431,21023148,1,"LINC01162",144,1.59689944873023,0.000658051983620512,0.0888975320307305
"20994",2,"C2","chr7",3301448,4269000,1,"SDK1",50,0.759977057370594,0.000659974858014445,0.261903746356664
"21676",2,"C2","chr7",103989516,103471784,2,"RELN",732,2.43925114776052,0.000662076627371112,0.246033984622055
"5255",2,"C2","chr12",21419594,21264600,2,"SLCO1A2",270,1.26106355140184,0.000666632733080063,0.0832088556714447
"15303",2,"C2","chr21",25734570,25772460,1,"GABPA",59,0.585032893791728,0.000675326612069877,0.287222775493236
"20921",2,"C2","chr6",168441151,168673445,1,"SMOC2",1266,1.81682579357416,0.000675326612069877,0.140885605914511
"22696",2,"C2","chr8",103141475,103132963,2,"BAALC-AS2",616,2.21415091917392,0.000675326612069877,0.0889919646258458
"6648",2,"C2","chr13",90119719,90060247,2,"LINC00559",389,1.41004920722881,0.000682425289199329,0.102469817028774
"21755",2,"C2","chr7",121396364,121348851,2,"FAM3C",811,0.679870762664074,0.000682425289199329,0.213544251013633
"18996",2,"C2","chr5",108747822,109196841,1,"FER",503,0.890482687332348,0.000683614984906457,0.362511952358703
"20593",2,"C2","chr6",112236093,112345321,1,"LOC101927640",938,1.27136649999223,0.000683614984906457,0.124829281081206
"20811",2,"C2","chr6",150865549,151101887,1,"MTHFD1L",1156,0.758813602539601,0.000686206596910239,0.182355425831126
"11184",2,"C2","chr18",55920199,55881688,2,"LINC01416",272,1.7054123259986,0.000687000499461748,0.0536063894037809
"5895",2,"C2","chr12",99647753,99650046,1,"FAM71C",910,1.72847929145931,0.000692875338673752,0.0864276978331476
"5689",2,"C2","chr12",59596067,59789855,1,"SLC16A7",704,0.531313473843206,0.000695682770299487,0.245252792942359
"3800",2,"C2","chr11",26572233,26559033,2,"MUC15",378,1.78236736487652,0.000696887448988986,0.106150467896852
"20504",2,"C2","chr6",91521660,91521737,1,"MIR4643",849,1.33096918943018,0.000696887448988986,0.178544109416829
"6575",2,"C2","chr13",67230445,66302834,2,"PCDH9",316,1.18994525649904,0.000698436545279602,0.565539982128783
"19067",2,"C2","chr5",123089121,123194266,1,"PRDM6",574,2.23759729576994,0.000698436545279602,0.129742907594817
"17298",2,"C2","chr3",170586074,170459584,2,"SLC7A14",1166,1.7965228780982,0.000704777638852423,0.0780842622190006
"3960",2,"C2","chr11",48488717,48489780,1,"OR4A47",538,3.62950190686183,0.000707648098627624,0.113716917013724
"4706",2,"C2","chr11",111449981,111352252,2,"POU2AF1",1284,1.19940733523396,0.000707648098627624,0.121694778078149
"17807",2,"C2","chr4",47838106,47593998,2,"CORIN",273,1.22082077987845,0.000707648098627624,0.139498089764263
"14358",2,"C2","chr2",226658793,226658710,2,"MIR5702",1409,1.98184259160558,0.000708651737798713,0.165305199683656
"3731",2,"C2","chr11",15112424,15247208,1,"INSC",309,1.11444307364132,0.000714522174528884,0.0836566065605619
"6571",2,"C2","chr13",63844125,63828840,2,"LOC102723968",312,1.64884540439215,0.000714522174528884,0.0825380688911109
"22418",2,"C2","chr8",52194362,52199580,1,"LOC101929341",338,2.72728838779717,0.000714522174528884,0.0965803218566779
"17905",2,"C2","chr4",69787961,69721162,2,"SULT1B1",371,1.29282426905006,0.000715976673086341,0.0830181044860038
"12962",2,"C2","chr2",3126026,2895048,2,"LINC01250",13,1.57723312749086,0.000718906996445867,0.122544071941049
"3052",2,"C2","chr10",93482317,93306429,2,"MYOF",600,1.00638192516516,0.000720779991932302,0.146441754779261
"16858",2,"C2","chr3",111070071,111275563,1,"NECTIN3",726,0.697667349640303,0.000721364455481409,0.205118183104499
"3039",2,"C2","chr10",91633054,91628442,2,"PPP1R3C",587,2.06451942972353,0.000726152783218721,0.153228838886117
