"","seqnames","idx","start","end","Log2FC","FDR","MeanDiff"
"4258","chr1",4258,45688456,45688956,-2.66261797275213,0.0516125208149642,-0.0468146545324239
"4400","chr1",4400,49979365,49979865,2.90200849461425,0.0516125208149642,0.0777595956961047
"5716","chr1",5716,89720001,89720501,-3.68853089082208,0.0516125208149642,-0.0238817917055383
"6778","chr1",6778,111747207,111747707,-2.01629775650287,0.0516125208149642,-0.0617579234676655
"6781","chr1",6781,111756045,111756545,-1.00201727370102,0.0516125208149642,-0.0713510602087098
"8185","chr1",8185,155003757,155004257,-1.75669571594014,0.0516125208149642,-0.027481138641927
"10551","chr1",10551,200470923,200471423,4.37991398992734,0.0516125208149642,0.0397996554160679
"11114","chr1",11114,206507791,206508291,1.70262471739942,0.0516125208149642,0.0447956987907618
"11932","chr1",11932,225978313,225978813,4.55898796639498,0.0516125208149642,0.0453248320456639
"12617","chr1",12617,235161551,235162051,-1.40786169519028,0.0516125208149642,-0.0697928134673152
"14803","chr10",1733,32413555,32414055,-4.4947922463007,0.0516125208149642,-0.0432648296251131
"15990","chr10",2920,71750071,71750571,-4.10331833092526,0.0516125208149642,-0.0325057502666786
"18681","chr10",5611,124725010,124725510,-3.34924057857865,0.0516125208149642,-0.0184560624395268
"19008","chr10",5938,133246899,133247399,-3.74650268617398,0.0516125208149642,-0.0249433067398923
"20475","chr11",1396,18706230,18706730,-4.31393152842228,0.0516125208149642,-0.0379306239140716
"21661","chr11",2582,61532114,61532614,-4.06479546868344,0.0516125208149642,-0.0315963581212263
"23098","chr11",4019,70201793,70202293,-3.90312711770535,0.0516125208149642,-0.0280339785780407
"24168","chr11",5089,103872052,103872552,5.23203125160153,0.0516125208149642,0.0734610385630106
"25429","chr11",6350,125493928,125494428,-4.14668720669341,0.0516125208149642,-0.0335590214451774
"27029","chr12",1143,12503264,12503764,-4.17899440263745,0.0516125208149642,-0.0343644822427735
"29390","chr12",3504,62258840,62259340,-2.25261058963533,0.0516125208149642,-0.0372732745206348
"29484","chr12",3598,64657816,64658316,1.27673929411865,0.0516125208149642,0.244968776614665
"31406","chr12",5520,112988149,112988649,3.98868980287211,0.0516125208149642,0.0298695909561999
"31664","chr12",5778,120264432,120264932,-3.96191823618353,0.0516125208149642,-0.029283504226185
"33748","chr13",1189,46160921,46161421,-2.03853585994211,0.0516125208149642,-0.0348077866013867
"38704","chr14",3299,91225792,91226292,-3.85690389141098,0.0516125208149642,-0.0270867037445231
"40353","chr15",14,22839240,22839740,-3.49172909667929,0.0516125208149642,-0.0205803877589605
"40409","chr15",70,28098646,28099146,-1.84783755284074,0.0516125208149642,-0.039257925248472
"40719","chr15",380,38563204,38563704,-3.49134461899798,0.0516125208149642,-0.020574368755693
"41585","chr15",1246,55197287,55197787,-1.27938578668172,0.0516125208149642,-0.0520687886656041
"45437","chr16",1005,9097437,9097937,-3.62769435427187,0.0516125208149642,-0.0228127506018329
"47836","chr16",3404,66933479,66933979,-3.66736382705952,0.0516125208149642,-0.023504712043489
"48862","chr16",4430,84144442,84144942,-1.00791358947835,0.0516125208149642,-0.0759889441310848
"50058","chr17",294,2594875,2595375,-1.67459791955027,0.0516125208149642,-0.0320202630424855
"51990","chr17",2226,32006546,32007046,-3.43251434241826,0.0516125208149642,-0.0196720256284885
"52228","chr17",2464,35794816,35795316,-3.7755214459905,0.0516125208149642,-0.0254909020668541
"52310","chr17",2546,36092198,36092698,-4.10389764935468,0.0516125208149642,-0.0325196121602875
"53124","chr17",3360,42273366,42273866,-4.0880711190473,0.0516125208149642,-0.0321429099476388
"56633","chr17",6869,81040732,81041232,-3.82922937078621,0.0516125208149642,-0.0265339124246256
"57222","chr18",94,2932727,2933227,-3.47173656386252,0.0516125208149642,-0.0202695216124758
"57805","chr18",677,23422727,23423227,2.31321321955602,0.0516125208149642,0.0570799655138052
"58261","chr18",1133,46096672,46097172,-1.88538123994637,0.0516125208149642,-0.0364201744436617
"60725","chr19",1304,5865605,5866105,4.95293551412612,0.0516125208149642,0.0601865871401931
"61838","chr19",2417,13103874,13104374,-3.53310222933263,0.0516125208149642,-0.0212375489039546
"63505","chr19",4084,33371725,33372225,-3.64228784446477,0.0516125208149642,-0.0230650978047947
"64675","chr19",5254,42121702,42122202,-4.01483332045898,0.0516125208149642,-0.0304525208766142
"65077","chr19",5656,45489543,45490043,-4.27454160152089,0.0516125208149642,-0.0368549297881938
"67959","chr2",1103,26961664,26962164,-1.92095121459697,0.0516125208149642,-0.0731330421368144
"72349","chr2",5493,135874717,135875217,-4.12769218225321,0.0516125208149642,-0.0330938025906022
"72862","chr2",6006,156326982,156327482,-2.11129657270821,0.0516125208149642,-0.0351270291692644
"74323","chr2",7467,195367936,195368436,4.73446128297755,0.0516125208149642,0.051446621123824
"74544","chr2",7688,197301873,197302373,-3.75744877253118,0.0516125208149642,-0.0251485709666824
"75380","chr2",8524,218711467,218711967,-3.24914499755183,0.0516125208149642,-0.0170843782984798
"76238","chr2",9382,234077584,234078084,2.58847774503115,0.0516125208149642,0.0633771205323281
"76808","chr2",9952,241846141,241846641,-4.21416177719566,0.0516125208149642,-0.0352619992809025
"78801","chr20",1945,43915851,43916351,-1.26233175305186,0.0516125208149642,-0.0330566078039109
"79938","chr20",3082,58851417,58851917,-3.92649525252619,0.0516125208149642,-0.0285245480397052
"80702","chr21",224,26405411,26405911,4.54459112450783,0.0516125208149642,0.0448548401789291
"83480","chr22",1581,37519176,37519676,-4.00083134436861,0.0516125208149642,-0.0301390011266072
"85501","chr3",479,13418092,13418592,-3.7973631712753,0.0516125208149642,-0.0259103904303245
"86792","chr3",1770,43013225,43013725,-1.31888693874458,0.0516125208149642,-0.0553524488981917
"87758","chr3",2736,52241022,52241522,-4.28539566982972,0.0516125208149642,-0.0371484166286225
"88091","chr3",3069,58584643,58585143,-3.64647320758979,0.0516125208149642,-0.023137942388913
"91058","chr3",6036,161349824,161350324,-4.10597976073912,0.0516125208149642,-0.0325694787645508
"91354","chr3",6332,177624566,177625066,-4.34100536432625,0.0516125208149642,-0.0386871956117944
"91475","chr3",6453,183122267,183122767,-1.82673323558831,0.0516125208149642,-0.0315125394240505
"93028","chr4",739,7967962,7968462,-3.76511929559297,0.0516125208149642,-0.0252933417506733
"98062","chr5",1227,55022388,55022888,-1.79860204793694,0.0516125208149642,-0.0542151584610744
"99839","chr5",3004,119269930,119270430,-1.87126754013998,0.0516125208149642,-0.0333168376228843
"101326","chr5",4491,143606252,143606752,4.86971243955719,0.0516125208149642,0.0567003580358938
"101604","chr5",4769,150779063,150779563,-2.54964929545881,0.0516125208149642,-0.0389448921567638
"102839","chr5",6004,179612428,179612928,-4.04766369213367,0.0516125208149642,-0.0311996712345157
"102907","chr5",6072,180072356,180072856,-1.13762931807431,0.0516125208149642,-0.0210972627045605
"103418","chr6",426,7725791,7726291,-4.16675639642537,0.0516125208149642,-0.0340572486120673
"104470","chr6",1478,27145292,27145792,-1.05417415796812,0.0516125208149642,-0.0649402691302876
"106741","chr6",3749,49532011,49532511,4.35274569717676,0.0516125208149642,0.0390197155174376
"107617","chr6",4625,100479383,100479883,4.6656834737029,0.0516125208149642,0.0489580597838142
"107903","chr6",4911,108133612,108134112,-3.73422186613774,0.0516125208149642,-0.0247148594362129
"110093","chr6",7101,154244251,154244751,-1.69696967861666,0.0516125208149642,-0.0257602991910966
"110164","chr6",7172,156685789,156686289,-3.87764990995994,0.0516125208149642,-0.0275081099928033
"110664","chr6",7672,165484374,165484874,4.23895740715415,0.0516125208149642,0.0359080964315622
"113329","chr7",2433,50353080,50353580,-1.96765556317985,0.0516125208149642,-0.0321851605573694
"113553","chr7",2657,66113782,66114282,-3.65145288497935,0.0516125208149642,-0.0232248874409217
"115226","chr7",4330,116226367,116226867,-3.74356063879713,0.0516125208149642,-0.0248884016356148
"115406","chr7",4510,127865373,127865873,4.23050666369903,0.0516125208149642,0.0356866477886498
"116097","chr7",5201,139091097,139091597,-1.71973792569612,0.0516125208149642,-0.0670340755034222
"119040","chr8",1782,58657837,58658337,-4.12949664214789,0.0516125208149642,-0.0331377338990658
"120256","chr8",2998,100947361,100947861,-1.96352767536277,0.0516125208149642,-0.0422799852824442
"121869","chr8",4611,143842863,143843363,-4.15271945165443,0.0516125208149642,-0.0337080469422695
"123219","chr9",1096,36485484,36485984,-3.73176646213958,0.0516125208149642,-0.0246694169225547
"123775","chr9",1652,79944914,79945414,4.76263339107298,0.0516125208149642,0.0525007107733189
"124216","chr9",2093,91799093,91799593,-1.97970660152753,0.0516125208149642,-0.0465651923006204
"125434","chr9",3311,122092404,122092904,-1.94545990704683,0.0516125208149642,-0.0290840113133158
"127333","chrX",45,1517079,1517579,4.03325083566348,0.0516125208149642,0.0308695702506906
"127635","chrX",347,13735019,13735519,-1.46466069834834,0.0516125208149642,-0.0639587022842954
"128319","chrX",1031,45070327,45070827,-2.22833240859298,0.0516125208149642,-0.0520070726650165
"128389","chrX",1101,46903614,46904114,2.39214179517913,0.0516125208149642,0.0607651777435061
"129416","chrX",2128,103585237,103585737,-3.94485617961478,0.0516125208149642,-0.0289156140755424
"130416","chrX",3128,153667810,153668310,-2.00391225373448,0.0516125208149642,-0.0579889640520651
"4868","chr1",4868,59297226,59297726,-1.83462289375629,0.0516146377735266,-0.0342004952997261
"50526","chr17",762,7260966,7261466,-1.60319307914791,0.0516146377735266,-0.0443499999692813
"59861","chr19",440,1489790,1490290,-1.73709738174837,0.0516146377735266,-0.0301937058644835
"63621","chr19",4200,35140612,35141112,-2.22821100037552,0.0516146377735266,-0.0385966739731264
"75447","chr2",8591,219218252,219218752,-1.74235447931947,0.0516146377735266,-0.0537817029091876
"95855","chr4",3566,140150124,140150624,-1.16628352175882,0.0516146377735266,-0.0227982948100108
"48176","chr16",3744,69396002,69396502,-1.2725029451757,0.0516406697714877,-0.0778345957900355
"53472","chr17",3708,44970208,44970708,-1.45065584925339,0.0516406697714877,-0.0259617369956444
"57559","chr18",431,12377877,12378377,-1.3150548312784,0.0516406697714877,-0.0237398154407429
"96118","chr4",3829,151014129,151014629,-1.7384236586186,0.0516406697714877,-0.0217500121590581
"105049","chr6",2057,31464031,31464531,-1.00269902896256,0.0516406697714877,-0.0329148307359861
"124606","chr9",2483,97889880,97890380,-1.6459847962317,0.0516406697714877,-0.0320180467310012
"19620","chr11",541,2992846,2993346,-2.30363145482068,0.0516417135541615,-0.0353364079417718
"33331","chr13",772,39655999,39656499,-1.24988765014525,0.0516865709635039,-0.0503390641966448
"734","chr1",734,7705253,7705753,-1.86234901247985,0.0517077797167787,-0.0440021970452344
"2993","chr1",2993,31422621,31423121,-1.15702429201411,0.0517077797167787,-0.0254753373395635
"18283","chr10",5213,119103234,119103734,-1.68284306943601,0.0517077797167787,-0.033817512722472
"18724","chr10",5654,125015186,125015686,1.72791245467238,0.0517077797167787,0.0726077909302126
"19456","chr11",377,1852079,1852579,-1.62687404366518,0.0517077797167787,-0.0285502477714575
"45948","chr16",1516,19556150,19556650,-1.68366765386853,0.0517077797167787,-0.0363284124764763
"47912","chr16",3480,67326636,67327136,-1.91144928385167,0.0517077797167787,-0.0456837645699653
"119418","chr8",2160,70147900,70148400,-2.10301119853943,0.0517077797167787,-0.0496715669268063
"49016","chr16",4584,85393631,85394131,-2.0696606802606,0.0517859702463773,-0.0589711816296466
"63053","chr19",3632,19170098,19170598,-1.20166134750959,0.0517859702463773,-0.0682455709768399
"78284","chr20",1428,35618717,35619217,-1.25879758974553,0.0517859702463773,-0.0327643553918312
"98915","chr5",2080,80091637,80092137,-1.54029603322697,0.0517994021812372,-0.0452680136435888
"3065","chr1",3065,31931594,31932094,-1.67897167844243,0.051808627360525,-0.0304776151487922
"124324","chr9",2201,93058940,93059440,-1.4163203522855,0.0518382108390869,-0.0359256752235335
"25311","chr11",6232,123060519,123061019,-2.30169890014838,0.0518547282644052,-0.0426122884276563
"44847","chr16",415,2194812,2195312,-2.23456482502189,0.0518547282644052,-0.0464939656610596
"94214","chr4",1925,69760486,69760986,2.06201851254886,0.0518547282644052,0.13025771269875
"42770","chr15",2431,72229393,72229893,-1.55359573316931,0.0518604012372203,-0.0516694505434464
"7743","chr1",7743,151007478,151007978,-2.11660673345434,0.0519277242760156,-0.0385445395468199
"120821","chr8",3563,124190868,124191368,1.85806567380007,0.0519277242760156,0.18328552933318
"29110","chr12",3224,56334443,56334943,-1.85713645734911,0.051942012058005,-0.0270211938803796
"83868","chr22",1969,39522531,39523031,-1.98002020832239,0.051942012058005,-0.0418161239457505
"19344","chr11",265,1264343,1264843,-1.67557790579267,0.0519961860070924,-0.0479675468061497
"23909","chr11",4830,93196747,93197247,-1.29983350246925,0.0519961860070924,-0.0307862037834807
"69169","chr2",2313,48315833,48316333,-1.65648110391577,0.0519961860070924,-0.0502290992626996
"105251","chr6",2259,32153301,32153801,-1.71650524162499,0.0519961860070924,-0.0329872349735169
"38857","chr14",3452,91508976,91509476,-2.3342858017844,0.0519977547414184,-0.0394073245613902
"42942","chr15",2603,74597679,74598179,-1.9241396903866,0.0519977547414184,-0.0326569207832284
"59540","chr19",119,800555,801055,-2.1494779403208,0.0519977547414184,-0.0242814774623647
"121558","chr8",4300,140634184,140634684,-2.23813887366878,0.0519977547414184,-0.0349790607910293
"46684","chr16",2252,30066048,30066548,-1.26122434917095,0.0520341359247769,-0.0406350242523954
"56627","chr17",6863,81034155,81034655,-1.81357984609729,0.0520341359247769,-0.058131090198531
"5454","chr1",5454,84994431,84994931,-1.15377228961954,0.0520436326510788,-0.0306830217206262
"8503","chr1",8503,156624253,156624753,-1.60164773056663,0.0520436326510788,-0.0388243270079237
"44567","chr16",135,648469,648969,-2.11238550754535,0.0520854359901911,-0.0337230094035377
"111371","chr7",475,4682472,4682972,-1.21941670309173,0.0521460008831874,-0.0513393022188915
"78089","chr20",1233,33719442,33719942,-2.02351243526852,0.0521719018083057,-0.0323822787611393
"61007","chr19",1586,7692833,7693333,-1.22726242341535,0.0522001737599226,-0.0572221596083996
"40076","chr14",4671,105087461,105087961,-1.79272636109286,0.0522131933940849,-0.0389098841961928
"100004","chr5",3169,126762458,126762958,-1.94994530481585,0.0522614107020534,-0.031650240319074
"116467","chr7",5571,143416513,143417013,-1.90180188928889,0.0522614107020534,-0.0432294836451275
"83810","chr22",1911,39236373,39236873,-1.7171815749553,0.0522903015530522,-0.0430251660858703
"113901","chr7",3005,76020069,76020569,-1.64145316209299,0.0522903015530522,-0.0469292570939127
"34268","chr13",1709,73765478,73765978,-1.52518579682651,0.05229200188161,-0.0573363340161446
"125522","chr9",3399,124257405,124257905,-1.93070167105617,0.0523576473023016,-0.0337112288585943
"15511","chr10",2441,62082586,62083086,2.34275770247421,0.0524009936155549,0.17660184619508
"106763","chr6",3771,52296577,52297077,-1.11624855995497,0.0524404850805298,-0.0749528897207609
"18472","chr10",5402,122979760,122980260,-1.46772948128895,0.0524726173209225,-0.0244394767477092
"61952","chr19",2531,13861386,13861886,-1.1209595070575,0.052484158429492,-0.0786443384780961
"79770","chr20",2914,56393018,56393518,1.92776476166936,0.0525370524190773,0.104183052175341
"110357","chr6",7365,158691284,158691784,-1.51203227963355,0.0525370524190773,-0.0584214640913244
"51486","chr17",1722,21041283,21041783,-1.88037403208102,0.0525416464644521,-0.0350469964343744
"81790","chr21",1312,45975589,45976089,-1.70770193994033,0.0525416464644521,-0.0412613124193349
"112360","chr7",1464,29091624,29092124,1.87082663512384,0.0525416464644521,0.0673847815444325
"19752","chr11",673,4095285,4095785,-1.25080183984449,0.0526481910747491,-0.0256509639476823
"58118","chr18",990,36187221,36187721,-1.71500321880742,0.0526481910747491,-0.0412363155562142
"84012","chr22",2113,40345475,40345975,-1.80268909334388,0.0526481910747491,-0.0259654310452572
"110676","chr6",7684,166253151,166253651,-1.01556173360067,0.0526481910747491,-0.0436502400345068
